Device Type, Method, Vector Size, Compute Time (s), Total Time (s), Compute Throughput (Flops), Total Throughput (Flops), Number of GPU Blocks, Number of Threads per Block, Completion Status
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000384192, 0.00115885, 4.68516e+09, 1.55327e+09, 15, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000446592, 0.00121027, 4.03052e+09, 1.48727e+09, 15, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000120896, 0.000876736, 1.48888e+10, 2.05307e+09, 7, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000115392, 0.000997216, 1.5599e+10, 1.80503e+09, 7, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000172128, 0.000978336, 1.04573e+10, 1.83986e+09, 7, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000134528, 0.000901952, 1.33801e+10, 1.99567e+09, 7, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000128224, 0.00089664, 1.40379e+10, 2.00749e+09, 7, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00025392, 0.00118042, 7.08885e+09, 1.52489e+09, 7, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000152288, 0.00092992, 1.18197e+10, 1.93565e+09, 7, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000147552, 0.000913984, 1.21991e+10, 1.9694e+09, 7, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000271776, 0.00106458, 6.6231e+09, 1.69081e+09, 7, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000179712, 0.00108346, 1.0016e+10, 1.66135e+09, 7, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.00017296, 0.000951328, 1.0407e+10, 1.89209e+09, 7, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.0002992, 0.00109875, 6.01604e+09, 1.63822e+09, 7, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000217408, 0.000988288, 8.27936e+09, 1.82133e+09, 7, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000212352, 0.00111658, 8.47649e+09, 1.61207e+09, 7, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000339104, 0.00113123, 5.30811e+09, 1.59119e+09, 7, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000283808, 0.00105629, 6.34232e+09, 1.70408e+09, 7, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000278304, 0.00104339, 6.46775e+09, 1.72514e+09, 7, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000406432, 0.00131885, 4.42879e+09, 1.36483e+09, 7, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000415808, 0.00118726, 4.32892e+09, 1.51609e+09, 7, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.00040976, 0.00117654, 4.39282e+09, 1.5299e+09, 7, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00054016, 0.00131811, 3.33235e+09, 1.36559e+09, 7, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000814496, 0.00169744, 2.20996e+09, 1.06042e+09, 7, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000809664, 0.00157632, 2.22314e+09, 1.1419e+09, 7, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000885536, 0.00170442, 2.03267e+09, 1.05608e+09, 7, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000256416, 0.00102205, 7.01984e+09, 1.76117e+09, 3, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000251456, 0.00107062, 7.15831e+09, 1.68126e+09, 3, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000376512, 0.0011496, 4.78072e+09, 1.56576e+09, 3, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000288128, 0.00105549, 6.24722e+09, 1.70537e+09, 3, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000283552, 0.00105203, 6.34804e+09, 1.71097e+09, 3, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000409088, 0.00123872, 4.40003e+09, 1.45311e+09, 3, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000332064, 0.00116419, 5.42064e+09, 1.54614e+09, 3, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.00032592, 0.00109434, 5.52283e+09, 1.64483e+09, 3, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000387424, 0.00115507, 4.64607e+09, 1.55834e+09, 3, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000393152, 0.0012129, 4.57838e+09, 1.48405e+09, 3, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.0003872, 0.0011704, 4.64876e+09, 1.53794e+09, 3, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000518336, 0.00130464, 3.47265e+09, 1.37969e+09, 3, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000488832, 0.00158115, 3.68225e+09, 1.13841e+09, 3, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.00047968, 0.00127901, 3.7525e+09, 1.40734e+09, 3, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00061296, 0.00140643, 2.93657e+09, 1.27983e+09, 3, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000640832, 0.0014111, 2.80885e+09, 1.2756e+09, 3, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000635328, 0.00172826, 2.83318e+09, 1.04151e+09, 3, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000771072, 0.00156842, 2.33441e+09, 1.14765e+09, 3, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000951232, 0.00173075, 1.89228e+09, 1.04001e+09, 3, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000945344, 0.00171414, 1.90407e+09, 1.05009e+09, 3, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00108938, 0.00213485, 1.65232e+09, 8.43151e+08, 3, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.00188365, 0.00266509, 9.55593e+08, 6.754e+08, 3, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.00187885, 0.00265011, 9.58034e+08, 6.79217e+08, 3, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00208554, 0.00308586, 8.63087e+08, 5.83307e+08, 3, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000734432, 0.0016017, 2.45087e+09, 1.12381e+09, 1, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000728832, 0.00150272, 2.4697e+09, 1.19783e+09, 1, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000744, 0.00151258, 2.41935e+09, 1.19002e+09, 1, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.000824736, 0.00190534, 2.18252e+09, 9.44711e+08, 1, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.000819776, 0.00167715, 2.19572e+09, 1.07325e+09, 1, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.000844448, 0.00161424, 2.13157e+09, 1.11508e+09, 1, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.00095696, 0.0017529, 1.88096e+09, 1.02687e+09, 1, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.00095584, 0.00183984, 1.88316e+09, 9.78346e+08, 1, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.0010665, 0.0018497, 1.68777e+09, 9.73133e+08, 1, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.00114099, 0.00191402, 1.57757e+09, 9.40431e+08, 1, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.00123283, 0.00221907, 1.46005e+09, 8.1115e+08, 1, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00117261, 0.00197469, 1.53504e+09, 9.11536e+08, 1, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.00150595, 0.0022753, 1.19526e+09, 7.91106e+08, 1, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.00141357, 0.0021832, 1.27337e+09, 8.24478e+08, 1, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00146269, 0.00234042, 1.23061e+09, 7.69094e+08, 1, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.00188458, 0.00266035, 9.55122e+08, 6.76602e+08, 1, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.00188074, 0.00265338, 9.57072e+08, 6.78381e+08, 1, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00217658, 0.00319974, 8.26987e+08, 5.62545e+08, 1, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.002808, 0.00359267, 6.41026e+08, 5.0102e+08, 1, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.00281408, 0.00358451, 6.39641e+08, 5.0216e+08, 1, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00313107, 0.00415126, 5.74883e+08, 4.33603e+08, 1, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 1800000, 0.00559507, 0.00637264, 3.21712e+08, 2.82458e+08, 1, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 1800000, 0.0056729, 0.00653245, 3.17298e+08, 2.75548e+08, 1, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 1800000, 0.00584317, 0.00663856, 3.08052e+08, 2.71143e+08, 1, 128, Complete
Intel i5, , 1800000, 0.003904, 0.003904, 4.61066e+08, 4.61066e+08, 1, 1, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 0.000262912, 0.00127411, 7.60711e+09, 1.56972e+09, 1023, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 0.000255328, 0.00118931, 7.83306e+09, 1.68164e+09, 1023, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000416416, 0.00132429, 4.80289e+09, 1.51025e+09, 1023, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 0.000250944, 0.00116381, 7.96991e+09, 1.7185e+09, 1023, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 0.000242656, 0.00130787, 8.24212e+09, 1.5292e+09, 1023, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.00042112, 0.00134515, 4.74924e+09, 1.48682e+09, 1023, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 0.000239232, 0.00113549, 8.36009e+09, 1.76136e+09, 1023, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 0.000230336, 0.00112739, 8.68297e+09, 1.77401e+09, 1023, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000352, 0.00129066, 5.68182e+09, 1.5496e+09, 1023, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 0.000177984, 0.00107146, 1.1237e+10, 1.86662e+09, 1023, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 0.000169184, 0.00105709, 1.18214e+10, 1.89199e+09, 1023, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.00029216, 0.00135024, 6.84556e+09, 1.48122e+09, 1023, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 0.000137024, 0.00103974, 1.4596e+10, 1.92355e+09, 1023, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 0.000128256, 0.00102771, 1.55938e+10, 1.94607e+09, 1023, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000281248, 0.00118342, 7.11116e+09, 1.69001e+09, 1023, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 0.000117728, 0.00105053, 1.69883e+10, 1.9038e+09, 1023, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 0.00010928, 0.00100451, 1.83016e+10, 1.99102e+09, 1023, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000219424, 0.00112362, 9.11477e+09, 1.77997e+09, 1023, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 8.9472e-05, 0.00131245, 2.23534e+10, 1.52387e+09, 1023, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 8.0704e-05, 0.00099968, 2.47819e+10, 2.00064e+09, 1023, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000211072, 0.00111642, 9.47544e+09, 1.79145e+09, 1023, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 7.408e-05, 0.000979008, 2.69978e+10, 2.04288e+09, 1023, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 6.5728e-05, 0.00105197, 3.04284e+10, 1.9012e+09, 1023, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.0001528, 0.0010648, 1.3089e+10, 1.87829e+09, 1023, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 0.000160736, 0.0010568, 1.24428e+10, 1.89251e+09, 511, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 0.0001536, 0.0013424, 1.30208e+10, 1.48987e+09, 511, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000276928, 0.00120762, 7.22209e+09, 1.65616e+09, 511, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 0.000156608, 0.00106106, 1.27707e+10, 1.88491e+09, 511, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 0.00014848, 0.00104435, 1.34698e+10, 1.91506e+09, 511, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.00028336, 0.00134771, 7.05816e+09, 1.484e+09, 511, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 0.00015232, 0.00104781, 1.31303e+10, 1.90875e+09, 511, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 0.000144896, 0.00103792, 1.3803e+10, 1.92693e+09, 511, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000278336, 0.00118006, 7.18556e+09, 1.69482e+09, 511, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 0.000116544, 0.00111907, 1.71609e+10, 1.7872e+09, 511, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 0.000109152, 0.00100742, 1.83231e+10, 1.98526e+09, 511, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000219936, 0.00113037, 9.09355e+09, 1.76934e+09, 511, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 9.5872e-05, 0.0013337, 2.08611e+10, 1.49959e+09, 511, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 8.832e-05, 0.00101648, 2.26449e+10, 1.96757e+09, 511, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000210944, 0.00111242, 9.48119e+09, 1.79789e+09, 511, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 8.8448e-05, 0.000977312, 2.26122e+10, 2.04643e+09, 511, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 8.1056e-05, 0.00106723, 2.46743e+10, 1.87401e+09, 511, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000211616, 0.00111696, 9.45108e+09, 1.79057e+09, 511, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 7.5776e-05, 0.000965952, 2.63936e+10, 2.0705e+09, 511, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 6.8512e-05, 0.0012761, 2.9192e+10, 1.56728e+09, 511, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000151936, 0.00108422, 1.31634e+10, 1.84464e+09, 511, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 6.7392e-05, 0.000953824, 2.96771e+10, 2.09682e+09, 511, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 5.968e-05, 0.000952928, 3.35121e+10, 2.09879e+09, 511, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.00015168, 0.00121472, 1.31857e+10, 1.64647e+09, 511, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 0.0001104, 0.00101296, 1.81159e+10, 1.97441e+09, 255, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 0.000104, 0.000992672, 1.92308e+10, 2.01476e+09, 255, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000211328, 0.00111354, 9.46396e+09, 1.79608e+09, 255, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 0.000109216, 0.00104477, 1.83123e+10, 1.9143e+09, 255, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 0.000102496, 0.00100349, 1.9513e+10, 1.99305e+09, 255, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000215168, 0.00112426, 9.29506e+09, 1.77895e+09, 255, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 0.000110272, 0.00132061, 1.8137e+10, 1.51445e+09, 255, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 0.00010336, 0.00100666, 1.93498e+10, 1.98678e+09, 255, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000210368, 0.00111242, 9.50715e+09, 1.79789e+09, 255, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 8.8608e-05, 0.00097008, 2.25713e+10, 2.06169e+09, 255, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 8.3072e-05, 0.00108096, 2.40755e+10, 1.85021e+09, 255, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000214272, 0.00112749, 9.33393e+09, 1.77385e+09, 255, 640, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 7.8912e-05, 0.000967936, 2.53447e+10, 2.06625e+09, 255, 512, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 7.264e-05, 0.00125014, 2.7533e+10, 1.59982e+09, 255, 512, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000147744, 0.00107754, 1.35369e+10, 1.85609e+09, 255, 512, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 7.8304e-05, 0.000972896, 2.55415e+10, 2.05572e+09, 255, 384, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 7.1168e-05, 0.000962176, 2.81025e+10, 2.07862e+09, 255, 384, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.00014784, 0.00121568, 1.35281e+10, 1.64517e+09, 255, 384, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 6.7808e-05, 0.00102883, 2.9495e+10, 1.94395e+09, 255, 256, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 6.1056e-05, 0.000953824, 3.27568e+10, 2.09682e+09, 255, 256, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000154848, 0.00105392, 1.29159e+10, 1.89768e+09, 255, 256, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 7.296e-05, 0.00102762, 2.74123e+10, 1.94625e+09, 255, 128, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 6.5984e-05, 0.000969728, 3.03104e+10, 2.06243e+09, 255, 128, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000162592, 0.00107082, 1.23007e+10, 1.86773e+09, 255, 128, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 8.5248e-05, 0.00113914, 2.3461e+10, 1.75572e+09, 127, 1024, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 7.8656e-05, 0.000995168, 2.54272e+10, 2.00971e+09, 127, 1024, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000150432, 0.00105866, 1.3295e+10, 1.88919e+09, 127, 1024, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 8.8384e-05, 0.000978432, 2.26285e+10, 2.04409e+09, 127, 896, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 8.128e-05, 0.00110442, 2.46063e+10, 1.81091e+09, 127, 896, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000152, 0.00105878, 1.31579e+10, 1.88896e+09, 127, 896, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 9.2256e-05, 0.000986592, 2.16788e+10, 2.02718e+09, 127, 768, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 8.6016e-05, 0.000970624, 2.32515e+10, 2.06053e+09, 127, 768, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000150144, 0.00109181, 1.33205e+10, 1.83182e+09, 127, 768, Complete
GeForce GTX 780, gpu with multiple kernel launches, 2000000, 7.5552e-05, 0.000960832, 2.64718e+10, 2.08153e+09, 127, 640, Complete
GeForce GTX 780, gpu with cpu final reduction, 2000000, 6.9728e-05, 0.000979072, 2.86829e+10, 2.04275e+09, 127, 640, Complete
GeForce GTX 780, gpu kernel launching kernels, 2000000, 0.000152992, 0.0013832, 1.30726e+10, 1.44592e+09, 127, 640, Complete
